page_url,page_views,session_duration,bounce_rate,device_type,browser,operating_system,traffic_status
LoginUrl,7282,628,0.52,2,4,2,0
ContactorSupportUrl,6232,961,0.9,1,3,2,0
ContactorSupportUrl,1387,955,0.49,3,4,1,1
ContactorSupportUrl,8220,987,0.57,3,4,2,0
LoginUrl,8768,306,0.32,3,2,2,0
ErrorPageUrl,2883,414,0.65,1,3,4,1
ErrorPageUrl,402,614,0.12,1,2,4,1
ContactorSupportUrl,3558,150,0.82,3,2,3,1
ProductUrl,1877,96,0.98,1,1,3,1
ContactorSupportUrl,7785,348,1.0,1,3,4,0
SubpageUrl,6003,899,0.23,1,1,2,0
ContactorSupportUrl,3668,980,0.95,2,2,3,1
ContactorSupportUrl,7602,758,0.84,3,4,1,0
ErrorPageUrl,8268,157,0.79,3,3,2,0
ProductUrl,8127,583,0.25,1,4,1,0
SubpageUrl,1959,370,0.75,3,3,2,1
ErrorPageUrl,5625,521,0.43,3,1,2,0
ProductUrl,792,148,0.95,3,2,4,1
ErrorPageUrl,8628,483,0.32,3,2,2,0
ProductUrl,3273,577,0.72,1,4,1,1
LoginUrl,6630,491,0.65,3,1,2,0
ErrorPageUrl,8496,747,0.5,1,2,4,0
ProductUrl,7622,335,0.34,3,2,1,0
LoginUrl,7249,759,0.42,1,1,4,0
ContactorSupportUrl,6309,989,0.57,1,1,3,0
LoginUrl,2107,869,0.93,1,3,2,1
ContactorSupportUrl,7988,675,0.68,1,1,3,0
SubpageUrl,7981,890,0.55,1,2,2,0
ProductUrl,350,44,0.89,1,2,2,1
LoginUrl,7461,296,0.69,1,4,3,0
LoginUrl,7490,557,0.31,1,4,4,0
ProductUrl,2254,614,0.45,2,4,2,1
ErrorPageUrl,8715,118,0.78,2,3,1,0
ErrorPageUrl,5402,348,0.93,3,2,3,0
ContactorSupportUrl,4293,110,0.59,1,1,1,1
ProductUrl,5133,770,0.98,3,3,4,0
ErrorPageUrl,6205,401,0.21,1,3,1,0
ErrorPageUrl,1799,580,0.16,1,4,2,1
ErrorPageUrl,739,986,0.8,2,1,2,1
ErrorPageUrl,2146,766,0.78,1,4,2,1
ContactorSupportUrl,2847,192,0.96,2,3,1,1
HomePageUrl,6204,536,0.85,1,1,3,0
ErrorPageUrl,2553,961,0.29,2,1,1,1
SubpageUrl,1947,331,0.3,1,2,3,1
LoginUrl,820,948,0.91,1,3,1,1
HomePageUrl,7701,853,0.79,3,2,4,0
ErrorPageUrl,3130,531,0.88,2,2,4,1
ContactorSupportUrl,8248,251,0.4,3,1,2,0
ProductUrl,2328,354,0.67,2,4,4,1
HomePageUrl,8415,483,0.17,1,1,3,0
HomePageUrl,8784,882,0.79,3,1,2,0
HomePageUrl,8329,469,0.48,1,2,2,0
SubpageUrl,7729,746,0.76,1,1,3,0
ProductUrl,4141,799,0.15,1,1,2,1
HomePageUrl,9863,731,0.42,3,4,2,0
SubpageUrl,8271,701,0.71,3,2,4,0
SubpageUrl,5593,774,0.36,2,2,2,0
SubpageUrl,431,275,0.87,3,1,3,1
ErrorPageUrl,1237,450,0.18,2,2,1,1
ContactorSupportUrl,9484,244,0.55,2,1,3,0
ProductUrl,372,471,0.66,3,4,3,1
HomePageUrl,8617,662,0.39,3,4,2,0
LoginUrl,3145,482,0.49,2,1,4,1
SubpageUrl,6925,194,0.7,2,2,3,0
ErrorPageUrl,8455,19,0.45,1,2,4,0
ErrorPageUrl,3336,132,0.54,1,1,1,1
SubpageUrl,3603,614,0.65,3,4,4,1
ContactorSupportUrl,1903,663,0.28,3,2,4,1
ErrorPageUrl,8883,274,0.16,3,3,4,0
ContactorSupportUrl,5015,73,0.99,2,2,3,1
ContactorSupportUrl,7571,333,0.5,1,1,4,0
ContactorSupportUrl,8151,518,0.64,3,3,3,0
LoginUrl,6562,609,0.82,3,3,3,0
ContactorSupportUrl,8098,595,0.16,1,2,1,0
ProductUrl,3391,621,0.85,2,4,1,1
LoginUrl,6129,843,0.19,2,4,2,0
HomePageUrl,5251,6,0.79,3,3,2,1
SubpageUrl,3457,231,0.54,2,4,4,1
ErrorPageUrl,4279,738,0.38,1,2,2,1
HomePageUrl,8557,323,0.5,3,4,1,0
LoginUrl,9004,531,0.99,3,2,4,0
LoginUrl,604,748,0.78,1,1,1,1
LoginUrl,4116,128,0.84,1,2,2,1
SubpageUrl,3426,150,0.57,1,1,4,1
ContactorSupportUrl,8038,333,0.73,2,2,3,0
LoginUrl,7207,175,0.72,3,2,3,0
ProductUrl,226,961,0.56,2,3,3,1
ContactorSupportUrl,5848,414,0.44,2,3,3,0
SubpageUrl,4973,252,0.22,1,1,3,1
ContactorSupportUrl,9062,301,0.67,2,2,1,0
ErrorPageUrl,4318,793,0.94,1,2,2,1
ErrorPageUrl,8351,497,0.73,3,1,2,0
ProductUrl,6710,538,0.26,1,4,2,0
SubpageUrl,9459,813,0.36,3,3,1,0
ContactorSupportUrl,8426,118,0.5,2,3,4,0
LoginUrl,437,247,0.39,1,3,2,1
LoginUrl,9692,308,0.75,3,2,1,0
ContactorSupportUrl,9774,924,0.76,3,1,3,0
ErrorPageUrl,8933,598,0.12,2,3,4,0
ErrorPageUrl,1577,963,0.3,2,1,4,1
ErrorPageUrl,3541,18,0.89,1,3,1,1
ErrorPageUrl,5659,86,0.17,2,2,4,0
HomePageUrl,3985,394,0.31,2,1,1,1
HomePageUrl,5896,707,0.49,3,4,4,0
ContactorSupportUrl,5446,234,0.25,1,2,2,0
LoginUrl,5179,480,0.79,2,3,2,0
LoginUrl,4776,202,0.27,1,1,2,1
ContactorSupportUrl,6540,82,0.57,2,1,3,0
HomePageUrl,6865,799,0.14,2,3,4,0
ContactorSupportUrl,1490,245,0.14,2,4,2,1
ProductUrl,6151,855,0.4,2,4,1,0
ProductUrl,2007,459,0.43,3,3,3,1
ContactorSupportUrl,8874,91,0.22,2,4,3,0
ErrorPageUrl,9184,840,0.49,2,3,4,0
HomePageUrl,1539,196,0.24,2,3,3,1
ProductUrl,821,932,0.77,3,4,3,1
SubpageUrl,7512,628,0.77,2,3,3,0
HomePageUrl,1225,715,0.38,3,3,2,1
ContactorSupportUrl,3981,374,0.94,2,4,1,1
ContactorSupportUrl,5520,682,0.35,2,4,3,0
LoginUrl,1110,943,0.63,1,2,2,1
SubpageUrl,9149,98,0.67,3,1,3,0
ContactorSupportUrl,8454,903,0.56,3,4,1,0
ContactorSupportUrl,4183,215,0.38,1,1,2,1
LoginUrl,8445,965,0.8,2,2,1,0
HomePageUrl,6339,91,0.13,1,3,3,0
ContactorSupportUrl,8503,642,0.17,1,1,1,0
ContactorSupportUrl,1578,676,0.27,1,1,2,1
ProductUrl,424,524,0.81,1,2,4,1
ProductUrl,1091,250,0.9,3,2,1,1
ContactorSupportUrl,5782,222,0.56,2,3,2,0
ProductUrl,903,165,0.17,2,1,4,1
HomePageUrl,8455,81,0.72,1,1,4,0
ProductUrl,4008,623,0.53,3,3,4,1
HomePageUrl,7585,980,0.76,3,1,4,0
ContactorSupportUrl,2763,1,0.57,1,1,4,1
HomePageUrl,695,907,0.89,3,2,4,1
SubpageUrl,3286,469,0.66,1,4,4,1
LoginUrl,7995,163,0.11,2,1,2,0
ErrorPageUrl,6090,702,0.59,1,4,1,0
ErrorPageUrl,3459,700,0.93,3,1,1,1
HomePageUrl,5071,536,0.88,2,1,2,0
HomePageUrl,3391,442,0.56,3,3,4,1
LoginUrl,7039,517,0.52,2,2,1,0
HomePageUrl,3855,621,0.16,1,2,1,1
ProductUrl,7275,353,0.88,2,4,3,0
SubpageUrl,9903,736,0.9,3,1,2,0
ProductUrl,2979,938,0.72,3,2,4,1
ErrorPageUrl,8699,107,0.16,3,3,2,0
ContactorSupportUrl,3037,488,0.22,3,1,2,1
ContactorSupportUrl,4079,640,0.7,3,2,2,1
ContactorSupportUrl,4400,965,0.2,2,4,1,1
ErrorPageUrl,4394,739,0.26,1,2,1,1
ErrorPageUrl,3595,661,0.67,2,3,3,1
ErrorPageUrl,3663,7,0.35,2,2,3,1
SubpageUrl,4463,397,0.68,3,4,4,1
LoginUrl,6240,157,0.29,2,1,3,0
SubpageUrl,9954,629,0.98,3,1,1,0
ErrorPageUrl,351,330,0.56,3,4,1,1
LoginUrl,7314,774,0.34,3,4,4,0
SubpageUrl,590,868,0.73,2,1,3,1
SubpageUrl,5296,220,0.97,2,2,2,0
ErrorPageUrl,603,810,0.51,3,2,4,1
ProductUrl,9572,578,0.34,3,3,4,0
ContactorSupportUrl,6027,608,0.52,1,2,2,0
LoginUrl,9608,890,0.49,3,2,2,0
ErrorPageUrl,9413,665,0.82,3,2,2,0
HomePageUrl,6956,932,0.39,3,2,4,0
HomePageUrl,5485,956,0.22,3,1,1,0
ContactorSupportUrl,4538,999,0.95,2,2,3,1
ProductUrl,4079,164,0.79,1,1,4,1
SubpageUrl,403,176,0.99,1,2,4,1
HomePageUrl,1536,89,0.81,3,2,2,1
SubpageUrl,576,34,0.43,1,1,2,1
ProductUrl,1363,514,0.15,3,3,3,1
SubpageUrl,3569,568,0.2,2,3,4,1
HomePageUrl,1432,973,0.68,1,3,2,1
ProductUrl,8309,565,0.5,2,3,2,0
ProductUrl,659,801,0.56,3,4,2,1
ErrorPageUrl,3561,104,0.29,2,3,3,1
LoginUrl,2252,158,0.88,3,4,1,1
HomePageUrl,3557,885,0.45,1,4,1,1
LoginUrl,2071,129,0.51,3,1,4,1
ErrorPageUrl,2065,476,0.11,1,1,1,1
LoginUrl,138,162,0.74,2,3,4,1
SubpageUrl,1765,892,0.49,1,1,1,1
HomePageUrl,7444,160,0.94,3,4,1,0
ProductUrl,8413,153,0.21,2,4,1,0
SubpageUrl,7059,446,0.19,2,1,3,0
ProductUrl,395,185,0.52,1,3,4,1
LoginUrl,3570,359,0.95,3,3,1,1
LoginUrl,9387,585,0.37,3,3,3,0
ErrorPageUrl,9526,608,0.14,1,4,1,0
ProductUrl,2419,453,0.93,1,1,2,1
ErrorPageUrl,7512,663,0.29,3,2,3,0
ContactorSupportUrl,3639,206,0.21,3,1,1,1
ContactorSupportUrl,8211,984,0.61,1,4,3,0
SubpageUrl,1613,425,0.9,2,1,3,1
HomePageUrl,8491,634,0.95,2,4,1,0
ContactorSupportUrl,7429,24,0.59,1,3,1,0
HomePageUrl,3988,267,0.76,3,3,4,1
LoginUrl,3643,650,0.44,2,3,2,1
ErrorPageUrl,8331,460,0.21,3,2,2,0
ContactorSupportUrl,1313,790,0.52,3,4,4,1
ProductUrl,9358,117,0.97,1,2,3,0
HomePageUrl,1720,44,0.34,1,4,2,1
ContactorSupportUrl,5666,591,0.46,1,3,3,0
HomePageUrl,9099,573,0.91,3,2,3,0
ProductUrl,4631,592,0.81,3,4,4,1
HomePageUrl,3716,934,0.18,1,1,1,1
ContactorSupportUrl,2880,764,0.82,1,1,2,1
ErrorPageUrl,388,852,0.44,3,3,1,1
LoginUrl,419,324,0.16,3,2,2,1
LoginUrl,5073,870,0.71,3,1,2,0
ContactorSupportUrl,4866,217,0.91,3,1,4,1
LoginUrl,7580,658,0.65,1,4,3,0
HomePageUrl,7774,909,0.68,2,2,4,0
ProductUrl,4837,858,0.98,3,1,2,0
ErrorPageUrl,9017,989,0.42,1,4,3,0
LoginUrl,2917,824,0.2,2,2,2,1
ProductUrl,7898,217,0.76,1,4,1,0
ContactorSupportUrl,5359,927,0.93,3,3,1,0
LoginUrl,5753,997,0.59,1,4,2,0
ProductUrl,6953,994,0.54,1,4,1,0
ErrorPageUrl,9315,410,0.67,3,3,2,0
ProductUrl,7561,766,0.65,2,3,3,0
SubpageUrl,5367,611,0.68,3,4,4,0
ErrorPageUrl,4224,825,0.32,1,2,3,1
SubpageUrl,4242,78,0.75,2,1,4,1
SubpageUrl,9007,224,0.3,1,4,3,0
ErrorPageUrl,11,348,0.26,3,1,1,1
ErrorPageUrl,1140,894,0.88,2,1,4,1
ContactorSupportUrl,1808,353,0.18,3,4,2,1
ContactorSupportUrl,506,559,0.92,3,4,2,1
ErrorPageUrl,5476,895,0.42,3,2,1,0
ProductUrl,9095,785,0.43,1,2,4,0
LoginUrl,163,381,0.6,3,3,4,1
SubpageUrl,8286,583,0.5,3,2,1,0
LoginUrl,2135,273,0.49,3,2,4,1
HomePageUrl,4813,221,0.35,1,1,4,1
LoginUrl,2130,496,0.96,2,2,4,1
ProductUrl,6435,143,0.97,1,2,4,0
SubpageUrl,4697,948,0.41,2,1,1,1
ProductUrl,4161,802,0.17,1,1,2,1
ProductUrl,986,445,0.79,3,1,1,1
LoginUrl,1873,221,0.21,2,2,2,1
HomePageUrl,9984,34,0.37,3,2,2,0
SubpageUrl,1441,94,0.56,1,2,3,1
ContactorSupportUrl,3796,720,0.75,2,1,1,1
ProductUrl,8041,179,0.46,2,1,4,0
ErrorPageUrl,224,572,0.96,3,3,1,1
ErrorPageUrl,821,809,0.33,3,3,2,1
SubpageUrl,416,271,0.21,1,2,3,1
ErrorPageUrl,2804,179,0.45,1,4,4,1
HomePageUrl,9089,10,0.79,2,4,4,0
ContactorSupportUrl,4984,72,0.33,1,3,4,1
LoginUrl,2929,256,0.46,1,4,4,1
ErrorPageUrl,2926,528,0.14,1,1,2,1
LoginUrl,8028,759,0.14,1,4,3,0
SubpageUrl,2105,648,0.61,2,2,3,1
HomePageUrl,5562,545,0.67,3,4,2,0
ProductUrl,5440,505,0.79,2,3,3,0
ProductUrl,579,921,0.59,1,2,3,1
ProductUrl,8768,214,0.89,2,1,3,0
ProductUrl,980,257,0.13,3,4,3,1
ProductUrl,596,141,0.35,1,3,1,1
LoginUrl,8874,665,0.73,3,1,4,0
LoginUrl,6323,439,0.96,3,1,3,0
SubpageUrl,870,607,0.34,3,4,4,1
ContactorSupportUrl,7742,316,0.34,1,4,4,0
ProductUrl,931,456,0.34,2,2,1,1
LoginUrl,5448,556,0.27,2,1,3,0
LoginUrl,9861,426,0.4,3,2,3,0
ContactorSupportUrl,2147,275,0.41,1,1,3,1
LoginUrl,6069,141,0.86,3,1,3,0
SubpageUrl,8910,675,0.31,1,3,4,0
ContactorSupportUrl,5955,488,0.46,2,1,2,0
LoginUrl,4917,890,0.56,1,2,4,0
ProductUrl,8363,732,0.31,2,4,3,0
HomePageUrl,2639,801,0.82,1,3,2,1
ContactorSupportUrl,350,650,0.31,1,2,3,1
SubpageUrl,2657,376,0.52,2,3,4,1
ErrorPageUrl,7056,816,0.81,3,1,4,0
LoginUrl,9475,324,0.9,2,3,1,0
ContactorSupportUrl,5043,34,0.58,2,3,4,1
LoginUrl,4345,567,0.72,3,1,4,1
HomePageUrl,9620,11,0.73,1,3,1,0
HomePageUrl,2314,902,0.81,1,4,4,1
HomePageUrl,7566,789,0.6,1,2,4,0
ErrorPageUrl,7629,55,0.31,2,2,2,0
LoginUrl,3815,394,0.48,3,2,3,1
LoginUrl,249,248,0.56,3,2,3,1
ProductUrl,7187,85,0.39,1,3,1,0
LoginUrl,874,450,0.92,2,4,1,1
ContactorSupportUrl,8269,666,0.5,2,3,3,0
LoginUrl,733,410,0.95,2,4,4,1
HomePageUrl,1200,715,0.63,3,2,4,1
ErrorPageUrl,7961,478,0.64,2,4,4,0
ErrorPageUrl,7899,395,0.16,1,1,4,0
HomePageUrl,9379,828,0.97,1,4,3,0
ErrorPageUrl,6841,138,0.64,1,4,3,0
HomePageUrl,396,119,0.51,3,4,3,1
ContactorSupportUrl,5980,755,0.6,2,2,3,0
HomePageUrl,8661,46,0.18,2,4,1,0
ContactorSupportUrl,3524,952,0.38,1,1,3,1
ErrorPageUrl,3246,160,0.67,1,3,3,1
ErrorPageUrl,2120,132,0.35,2,1,3,1
HomePageUrl,4688,808,0.47,1,3,4,1
SubpageUrl,5747,729,0.69,2,3,3,0
ProductUrl,9798,909,0.8,3,4,2,0
ErrorPageUrl,5711,606,0.34,1,1,2,0
LoginUrl,580,51,0.72,3,4,1,1
ProductUrl,5279,915,0.73,2,4,1,0
ErrorPageUrl,6576,458,0.12,3,2,1,0
HomePageUrl,9616,481,0.23,3,3,3,0
LoginUrl,6233,815,0.17,3,1,4,0
LoginUrl,6878,248,0.21,3,1,3,0
SubpageUrl,473,434,0.46,1,4,3,1
ProductUrl,4527,204,0.97,3,1,2,1
HomePageUrl,4135,183,0.98,1,4,1,1
ErrorPageUrl,152,801,0.73,3,2,2,1
ContactorSupportUrl,2630,164,0.45,2,3,4,1
ContactorSupportUrl,6216,311,0.42,3,4,2,0
SubpageUrl,6878,866,0.25,3,4,4,0
ContactorSupportUrl,5391,21,0.7,2,2,4,0
SubpageUrl,3761,421,0.6,3,4,3,1
LoginUrl,9085,646,0.23,3,3,4,0
HomePageUrl,3787,629,0.61,3,1,1,1
SubpageUrl,1050,646,0.72,1,1,2,1
HomePageUrl,5373,656,0.77,3,4,3,0
HomePageUrl,8170,123,0.23,3,2,4,0
LoginUrl,1062,479,0.44,2,2,2,1
LoginUrl,3501,627,0.9,3,4,2,1
HomePageUrl,9552,581,0.4,3,1,1,0
SubpageUrl,6358,547,0.91,1,1,3,0
SubpageUrl,1978,170,0.8,1,4,4,1
SubpageUrl,7961,749,0.16,1,4,1,0
ErrorPageUrl,30,48,0.22,3,4,1,1
ErrorPageUrl,299,711,0.43,1,4,3,1
ProductUrl,1239,130,0.35,1,1,2,1
ErrorPageUrl,7204,67,0.87,2,2,1,0
ProductUrl,4918,129,0.3,3,4,2,1
ProductUrl,2281,591,0.24,3,4,1,1
ErrorPageUrl,9716,593,0.25,2,2,3,0
SubpageUrl,6041,727,0.82,2,1,3,0
HomePageUrl,5895,704,0.3,2,1,1,0
SubpageUrl,6724,684,0.6,2,4,3,0
ErrorPageUrl,9540,568,0.58,3,4,1,0
HomePageUrl,1310,187,0.56,2,3,3,1
SubpageUrl,1350,428,0.42,1,2,1,1
HomePageUrl,6286,491,0.84,2,2,2,0
SubpageUrl,1763,451,0.43,2,2,4,1
SubpageUrl,5569,176,0.33,1,1,1,0
ProductUrl,3565,365,0.62,3,3,1,1
SubpageUrl,8247,220,0.11,3,1,3,0
ContactorSupportUrl,8187,775,0.99,2,2,4,0
ContactorSupportUrl,8160,395,0.59,3,3,4,0
ErrorPageUrl,1836,787,0.84,3,2,4,1
SubpageUrl,3425,98,0.6,1,3,3,1
LoginUrl,4076,107,0.48,1,2,3,1
ContactorSupportUrl,4612,252,0.67,1,4,2,1
SubpageUrl,864,739,0.98,2,1,1,1
ContactorSupportUrl,6410,379,0.88,3,2,3,0
HomePageUrl,8887,654,0.42,2,3,1,0
HomePageUrl,7306,759,0.97,3,1,1,0
ErrorPageUrl,9864,704,0.61,3,2,2,0
SubpageUrl,9466,226,0.92,1,1,4,0
ContactorSupportUrl,2251,8,0.77,3,2,2,1
HomePageUrl,4068,181,0.56,3,3,3,1
ContactorSupportUrl,8664,430,0.37,2,4,1,0
LoginUrl,493,665,0.11,3,4,2,1
ProductUrl,6020,737,0.78,2,3,1,0
LoginUrl,7187,906,0.84,1,1,3,0
LoginUrl,958,132,0.77,3,4,4,1
LoginUrl,5628,217,0.89,1,2,1,0
ProductUrl,9722,739,0.57,3,1,3,0
SubpageUrl,9689,710,0.47,2,4,1,0
ContactorSupportUrl,9300,898,0.62,3,1,1,0
ErrorPageUrl,7601,38,0.54,2,2,2,0
SubpageUrl,4275,10,0.94,1,3,2,1
LoginUrl,9183,426,0.89,2,3,2,0
ErrorPageUrl,8424,144,0.52,3,2,4,0
SubpageUrl,8412,474,0.3,2,4,3,0
ErrorPageUrl,2432,171,0.21,1,3,2,1
LoginUrl,6982,569,0.7,1,4,3,0
SubpageUrl,6209,731,0.17,1,1,2,0
ContactorSupportUrl,2777,784,0.32,1,1,1,1
LoginUrl,8151,291,0.93,2,1,4,0
LoginUrl,8669,806,0.13,1,4,3,0
ContactorSupportUrl,1404,923,0.81,2,1,2,1
LoginUrl,4708,537,0.82,1,2,2,1
HomePageUrl,9031,832,0.75,3,2,1,0
ProductUrl,6996,87,0.41,3,1,2,0
ErrorPageUrl,6332,295,0.4,3,2,1,0
SubpageUrl,935,410,0.96,2,3,4,1
HomePageUrl,8438,179,0.44,2,3,3,0
ErrorPageUrl,6037,159,0.54,2,1,1,0
ContactorSupportUrl,3924,978,0.21,3,2,2,1
HomePageUrl,8162,503,0.53,1,1,2,0
ErrorPageUrl,8052,875,0.56,2,1,1,0
HomePageUrl,993,239,0.58,2,2,1,1
SubpageUrl,6179,629,0.91,3,3,3,0
ProductUrl,3874,782,0.65,1,1,2,1
ErrorPageUrl,3048,799,0.91,1,2,2,1
ErrorPageUrl,6198,719,0.49,2,3,1,0
ContactorSupportUrl,9314,110,0.92,1,2,2,0
ContactorSupportUrl,6842,212,0.71,2,2,3,0
LoginUrl,1340,262,0.22,1,2,3,1
LoginUrl,7326,880,0.47,2,1,3,0
ContactorSupportUrl,9020,401,0.17,3,4,4,0
ContactorSupportUrl,8896,954,0.19,3,4,1,0
ContactorSupportUrl,5220,962,0.11,3,2,4,0
ContactorSupportUrl,7318,676,0.3,3,4,3,0
ProductUrl,2328,16,0.62,3,2,1,1
ErrorPageUrl,6423,862,0.26,3,2,2,0
LoginUrl,3358,639,0.3,3,3,2,1
HomePageUrl,599,534,0.6,1,1,4,1
ErrorPageUrl,6891,190,0.99,3,2,2,0
ProductUrl,6157,142,0.52,2,1,1,0
LoginUrl,8738,785,0.38,2,4,3,0
ContactorSupportUrl,9701,253,0.42,2,3,3,0
SubpageUrl,3956,470,0.97,3,2,4,1
ContactorSupportUrl,8437,215,0.55,2,4,4,0
ProductUrl,401,545,0.72,1,1,3,1
LoginUrl,172,829,0.83,2,1,2,1
LoginUrl,1207,177,0.48,1,1,3,1
HomePageUrl,7311,520,0.69,1,3,3,0
HomePageUrl,796,53,0.11,1,4,4,1
LoginUrl,8811,946,0.88,2,4,1,0
SubpageUrl,4068,320,0.93,1,3,1,1
ErrorPageUrl,9499,648,0.9,1,4,2,0
HomePageUrl,1662,776,0.34,2,3,1,1
LoginUrl,274,85,0.85,1,3,1,1
ProductUrl,1594,505,0.82,1,1,3,1
ProductUrl,916,499,0.43,2,4,4,1
ErrorPageUrl,3826,482,0.59,2,3,4,1
HomePageUrl,8435,883,0.85,3,1,1,0
ProductUrl,4751,818,0.93,3,4,3,1
ErrorPageUrl,2834,132,0.44,3,3,2,1
SubpageUrl,6472,65,0.68,3,4,2,0
LoginUrl,9545,233,0.49,3,3,4,0
ErrorPageUrl,352,932,0.5,2,2,2,1
LoginUrl,7526,307,0.5,3,1,2,0
ContactorSupportUrl,794,418,0.87,3,2,1,1
LoginUrl,706,551,0.25,3,3,1,1
ContactorSupportUrl,6504,411,0.77,2,2,3,0
LoginUrl,7145,511,0.52,1,4,3,0
HomePageUrl,9918,8,0.91,3,2,1,0
ContactorSupportUrl,5885,284,0.13,2,4,1,0
SubpageUrl,165,500,0.51,2,1,2,1
ContactorSupportUrl,4676,489,0.29,2,2,3,1
SubpageUrl,2042,644,0.12,1,1,3,1
LoginUrl,2540,356,0.66,2,3,4,1
ContactorSupportUrl,8803,837,0.54,2,3,2,0
ContactorSupportUrl,955,319,0.56,3,3,3,1
ErrorPageUrl,6005,467,0.91,3,4,1,0
SubpageUrl,1649,783,0.14,3,4,4,1
SubpageUrl,3517,697,0.29,1,2,3,1
HomePageUrl,8955,54,0.89,3,2,2,0
HomePageUrl,1914,679,0.1,3,2,4,1
ProductUrl,4667,830,0.81,3,3,2,1
LoginUrl,4904,363,0.86,1,3,4,1
ProductUrl,5242,769,0.47,3,4,1,0
ProductUrl,6028,530,0.17,2,2,4,0
HomePageUrl,4569,278,0.94,1,3,1,1
HomePageUrl,3699,609,0.48,3,2,4,1
SubpageUrl,7332,688,0.15,3,4,2,0
ProductUrl,4734,519,0.14,1,1,1,1
ErrorPageUrl,3624,202,0.76,1,4,3,1
SubpageUrl,7788,837,0.24,3,4,3,0
SubpageUrl,7101,264,0.62,2,1,4,0
ProductUrl,9414,987,0.54,1,4,4,0
ContactorSupportUrl,5377,557,0.2,3,1,1,0
ErrorPageUrl,1728,150,0.22,1,4,2,1
HomePageUrl,3431,164,0.34,3,4,2,1
ErrorPageUrl,409,87,0.56,2,3,2,1
HomePageUrl,5516,523,0.2,1,2,3,0
ErrorPageUrl,8554,72,0.22,2,1,3,0
ContactorSupportUrl,8965,128,0.74,1,2,2,0
HomePageUrl,2235,908,0.31,2,1,4,1
ErrorPageUrl,2681,45,0.95,3,3,2,1
ErrorPageUrl,6725,42,0.43,3,3,4,0
SubpageUrl,9988,568,0.83,3,2,1,0
LoginUrl,5029,80,0.99,1,2,2,1
ProductUrl,9165,832,0.84,2,2,4,0
ContactorSupportUrl,8074,983,0.79,1,4,3,0
SubpageUrl,149,265,0.38,3,3,4,1
ErrorPageUrl,1040,614,0.1,1,4,4,1
ErrorPageUrl,6557,877,0.89,2,4,1,0
SubpageUrl,6753,353,0.39,3,3,3,0
ProductUrl,5747,793,0.74,3,1,3,0
LoginUrl,530,919,0.48,1,4,2,1
ContactorSupportUrl,7134,375,0.17,1,2,3,0
ContactorSupportUrl,787,754,0.75,3,1,4,1
HomePageUrl,5977,633,0.24,1,3,3,0
HomePageUrl,6808,974,0.5,3,4,1,0
SubpageUrl,7256,717,0.36,2,1,4,0
LoginUrl,7183,650,0.65,3,1,4,0
SubpageUrl,1440,844,0.98,1,3,3,1
ContactorSupportUrl,5625,705,0.61,3,3,3,0
HomePageUrl,6155,49,0.4,2,3,4,0
HomePageUrl,6386,578,0.42,3,4,4,0
ProductUrl,5826,668,0.89,2,1,4,0
ContactorSupportUrl,3979,578,0.59,3,4,3,1
ErrorPageUrl,2858,644,0.19,3,1,3,1
ContactorSupportUrl,9239,663,0.84,3,2,2,0
HomePageUrl,3061,476,0.92,3,3,4,1
ProductUrl,9921,315,0.84,2,4,2,0
ProductUrl,719,642,0.74,1,3,1,1
ContactorSupportUrl,6569,405,0.99,1,3,3,0
LoginUrl,7540,771,0.73,3,2,4,0
ContactorSupportUrl,9750,973,0.85,2,1,3,0
ProductUrl,9190,212,0.71,3,3,3,0
ContactorSupportUrl,2235,341,0.89,3,3,1,1
ContactorSupportUrl,3701,600,0.61,3,4,4,1
ContactorSupportUrl,6525,221,0.66,2,1,4,0
ProductUrl,4691,168,0.83,3,4,1,1
ContactorSupportUrl,6596,98,0.33,3,3,1,0
LoginUrl,9186,380,0.1,2,1,3,0
LoginUrl,7520,927,0.68,1,4,2,0
ContactorSupportUrl,6101,784,0.84,1,4,4,0
ErrorPageUrl,2044,912,0.87,2,1,4,1
HomePageUrl,9080,568,0.57,1,4,4,0
ContactorSupportUrl,4799,598,0.58,2,3,2,1
ContactorSupportUrl,1327,336,0.37,2,3,1,1
HomePageUrl,3484,447,0.53,3,1,3,1
ErrorPageUrl,3824,762,0.33,3,4,2,1
LoginUrl,1854,460,0.84,3,4,2,1
LoginUrl,6337,960,0.71,1,3,3,0
LoginUrl,2642,600,0.38,1,4,4,1
ProductUrl,4766,486,0.26,2,2,2,1
ContactorSupportUrl,6835,63,0.86,1,1,4,0
ProductUrl,863,198,0.19,1,4,2,1
HomePageUrl,1495,70,0.6,2,3,3,1
ProductUrl,7969,318,0.82,2,1,1,0
SubpageUrl,396,364,0.25,3,2,1,1
SubpageUrl,478,460,0.94,2,3,3,1
ErrorPageUrl,7162,534,0.21,1,4,1,0
ErrorPageUrl,7789,280,0.84,3,2,3,0
ContactorSupportUrl,3560,81,0.41,2,2,4,1
ProductUrl,2504,331,0.59,1,1,3,1
HomePageUrl,9034,150,0.87,2,2,1,0
SubpageUrl,5816,615,0.87,3,3,1,0
ErrorPageUrl,3986,683,0.84,1,1,3,1
LoginUrl,7900,500,0.71,2,3,4,0
LoginUrl,1723,947,0.97,3,2,3,1
ContactorSupportUrl,6419,290,0.84,3,2,3,0
